1 1:-2.19991720193971 2:5.65423450508619
1 1:-5.07173938224474 2:3.42327393173539
1 1:-1.60456196249852 2:5.24986926054909
1 1:-4.27030155931869 2:2.56711997176373
1 1:-2.41901308190117 2:5.07529796780853
1 1:-2.36072143966456 2:5.93936427636079
1 1:-2.08287665772246 2:6.70966757420608
1 1:-2.77890503726423 2:5.93492427611227
1 1:-3.85249965346281 2:4.43358491331321
1 1:-2.81905882401013 2:4.2869679876305
1 1:-2.24188498880438 2:4.34631034093099
1 1:-2.30155541850084 2:5.36385275364812
1 1:-2.28412084180942 2:5.7403769783881
1 1:-4.2758509542494 2:3.99890974351394
1 1:-3.0353767902435 2:4.18590255125466
1 1:-3.17053405892201 2:3.34333910550787
1 1:-2.87953273254715 2:3.90978979785603
1 1:-3.77201440201459 2:4.58439432972961
1 1:-1.83751486767095 2:3.21893110062303
1 1:-3.23367910040846 2:3.38381923294067
1 1:-3.55724294119624 2:3.80513530017518
1 1:-5.21631532717588 2:4.65857880753688
1 1:-3.45275453061801 2:5.9100196319966
1 1:-0.576255212931003 2:6.37433674556592
1 1:-2.81086146230621 2:3.91708931586272
1 1:-2.88714207024427 2:5.52634606746159
1 1:-4.99977891326289 2:4.78006480534374
1 1:0.204186579061969 2:7.0563427686782
1 1:-2.52657785270635 2:5.60419082374952
1 1:-3.76370463266085 2:4.1678076995533
1 1:-2.83058366746971 2:5.80955142737428
1 1:-3.46967718568099 2:6.75802452053656
1 1:-3.53050936606523 2:4.81609772267656
1 1:-2.58213835001522 2:5.41664447170172
1 1:-0.917340911458743 2:6.14689665172133
1 1:-4.29436486003483 2:5.50043143414221
1 1:-3.42625707199896 2:5.99824545081228
1 1:-3.70940600089171 2:2.86351058838843
1 1:-4.07841165287621 2:5.42518355329381
1 1:-2.5197860259012 2:5.14817764688917
1 1:-5.64892957972299 2:5.37793358284566
1 1:-1.61790519845336 2:4.65322999215124
1 1:-2.26690121620731 2:3.7527998883334
1 1:-3.4347237437531 2:2.13653532492957
1 1:-2.82663259766171 2:5.7742132812905
1 1:-6.73342254843707 2:3.47806192203102
1 1:-3.27366260379588 2:5.27044853586608
1 1:-2.04474929443294 2:7.6730080558334
1 1:-3.62722144593949 2:2.95805365685628
1 1:-4.65510883798504 2:2.51148515194451
1 1:-3.81454270026358 2:2.9504122734564
1 1:-4.05534083325079 2:4.59849424552885
1 1:-4.02919971047436 2:4.53873648237547
1 1:-3.49197099329724 2:5.31797943235205
1 1:-2.06309534554845 2:5.87227424649176
1 1:-4.00364988663195 2:4.2666779255967
1 1:-1.93175618287831 2:4.99006516583341
1 1:-2.22586748155507 2:7.59459359043099
1 1:-0.12903887646251 2:6.19595071777041
1 1:-4.2165346131764 2:6.95647715801663
1 1:-2.3078206771125 2:5.34628716910461
1 1:-1.82260042318745 2:4.31067199966051
1 1:-1.25942400916577 2:5.05795244513393
1 1:-2.992520934542 2:3.29998250760499
1 1:-5.71736303948796 2:3.60154285427822
1 1:-3.00969337760768 2:4.52447672383123
1 1:-3.69072919193567 2:3.61092802020712
1 1:-2.76277505812105 2:5.05763117627796
1 1:-4.64870753895278 2:5.93732030182669
1 1:-3.7633008640103 2:6.61165232498856
1 1:-3.15432185082875 2:3.08091034435882
1 1:-2.54841729122187 2:4.86236496883086
1 1:-1.7391763998133 2:5.43139924849336
1 1:-3.09078447242981 2:6.11376363891145
1 1:-4.94349137352768 2:3.2839330018436
1 1:-3.63031728349704 2:5.08504430016128
1 1:-6.65063047740514 2:2.61949024876581
1 1:-2.61370760839041 2:7.58839360266732
1 1:-3.60744820780907 2:4.36009206791602
1 1:-4.9448652090574 2:3.90323855443431
1 1:-3.96634180321217 2:3.57826275225056
1 1:-2.63446274152637 2:4.69396026954877
1 1:-1.07829971021449 2:4.15231054544333
1 1:-1.5613741821005 2:4.17292558475481
1 1:-3.7696076688722 2:5.01577420969432
1 1:-4.32140832902051 2:5.51249327787193
1 1:-3.12827734364692 2:5.43194116114083
1 1:-4.57567363461937 2:6.76325671252107
1 1:-1.75172015564527 2:3.47269665354097
1 1:-1.04826134723386 2:5.42885283811384
1 1:-6.76325587303687 2:5.28764806915849
1 1:-2.25872325332573 2:5.16829764292187
1 1:-3.97311098993559 2:4.50454592742303
1 1:-2.25350579760314 2:5.77167561392894
1 1:-2.96534409446627 2:7.48511600067721
1 1:-1.50091688181275 2:4.34450239183508
1 1:-3.13431135342505 2:4.22001526833876
1 1:-2.55770246481253 2:4.51459999903929
1 1:-4.22706650629702 2:3.36441692152483
1 1:-4.18428201098428 2:4.48644648541804
-1 1:0.866605735186601 2:-0.739582237415097
-1 1:1.4182823345608 2:2.78215074264665
-1 1:-2.19419060399935 2:-1.03354049070315
-1 1:0.173263618164372 2:-2.86888981111784
-1 1:-0.576518067274184 2:0.866443354875934
-1 1:1.16829852413741 2:0.0172858684512807
-1 1:-0.520399732498371 2:0.300310299474609
-1 1:-1.80552801271542 2:0.197359089686574
-1 1:-1.31836780573767 2:-1.81355931085302
-1 1:1.57153162571816 2:-0.603367522993689
-1 1:0.785859797239757 2:1.54159245985136
-1 1:0.879177735191511 2:-1.94858015083865
-1 1:-2.06685681178179 2:1.45650612454912
-1 1:0.412645099973827 2:-2.88445259075164
-1 1:0.919851693179305 2:0.251534969339473
-1 1:0.895986758759524 2:0.284855890110466
-1 1:1.22049349134018 2:-1.43733270145397
-1 1:-0.907448898669409 2:-1.70216012895356
-1 1:-0.459582245589814 2:-1.22728422414593
-1 1:-0.258766751275859 2:-1.12547859172684
-1 1:1.9665677763813 2:-2.45236594761722
-1 1:-0.186602890606328 2:-0.180966162541068
-1 1:0.437515462020037 2:1.17780725558896
-1 1:1.46986566625994 2:0.229724833137074
-1 1:1.43822987773508 2:0.317932440278833
-1 1:-0.113685926866595 2:-0.0626409455601342
-1 1:-0.184006631660907 2:1.62797920800192
-1 1:-1.59839607988017 2:0.157159411388066
-1 1:0.23597753114449 2:-0.428455441457537
-1 1:-0.948944491652435 2:-0.430472446075397
-1 1:-0.626839349133933 2:-0.476741944653688
-1 1:-0.896167175333379 2:-1.46743920252198
-1 1:-0.00210022045623259 2:-1.382987335069
-1 1:2.484297488829 2:-1.40382701047256
-1 1:0.0204748558059356 2:0.344056635980885
-1 1:-0.4994266399404 2:2.18200547232219
-1 1:2.38339615949237 2:0.527211069624683
-1 1:0.265198648959672 2:-0.443623751067297
-1 1:0.737769069540119 2:0.308346415471714
-1 1:2.50630565482743 2:-2.217747818864
-1 1:0.0153691259357021 2:0.25452882055163
-1 1:1.9959901335401 2:-1.271183627287
-1 1:-0.316787495931791 2:-0.423087686567812
-1 1:0.700286259756627 2:-0.471496124646398
-1 1:-0.450765313905802 2:1.9643204717482
-1 1:-0.842975222630259 2:-2.04691632130717
-1 1:1.16462289074564 2:0.0177126764128315
-1 1:-1.3764736759764 2:0.822054436268515
-1 1:-1.23574397896674 2:-0.566282051562312
-1 1:3.59775199131638 2:-1.40226883941628
-1 1:-0.991028315921026 2:1.04204575503168
-1 1:-2.48891222452314 2:-0.160608951677473
-1 1:3.71660251968265 2:-2.71903301891058
-1 1:0.136306745356886 2:-1.81006171781776
-1 1:1.89526520312386 2:-0.856916249421971
-1 1:-1.90494750444571 2:0.0543266245839961
-1 1:0.343363008446514 2:-2.38492625854251
-1 1:-0.310352906342781 2:3.07527156042439
-1 1:0.837292208187876 2:-1.09763002040028
-1 1:-0.635599953556936 2:1.591595209157
-1 1:1.20510089898931 2:0.55936377303314
-1 1:-0.113484768486098 2:0.877921854623855
-1 1:-0.48196712783995 2:-1.13811451364813
-1 1:-0.186582063747192 2:0.909928006078651
-1 1:-2.0607315032168 2:-0.654986035325063
-1 1:0.597679981627744 2:-1.49732771611493
-1 1:1.02582483711594 2:-0.046253025006193
-1 1:0.946856931143434 2:-1.30907542459007
-1 1:1.03102255948332 2:-0.624905660527107
-1 1:1.0821336862671 2:-0.425559279271813
-1 1:-0.186335743369842 2:1.28427691481484
-1 1:-0.372452128011429 2:0.947306740326106
-1 1:0.256537365177684 2:1.35825139440377
-1 1:-1.75690822416894 2:1.44544749851961
-1 1:-1.25237641037597 2:0.301263510325305
-1 1:-0.485603542092451 2:-0.931154554931148
-1 1:0.100567258456636 2:2.5945727757942
-1 1:0.475374646700853 2:2.07657333504581
-1 1:-1.21667181211513 2:-0.381392741461484
-1 1:0.761785026157729 2:-1.0850482683079
-1 1:-1.78542371697544 2:2.4000374781203
-1 1:0.623143768326585 2:0.274139450405442
-1 1:-1.56114503627259 2:0.276186640480474
-1 1:-0.0779776627639513 2:-1.43918974313318
-1 1:1.23191118411333 2:0.107345187248388
-1 1:0.509834736143077 2:1.42690139515683
-1 1:-1.92034670441078 2:-0.546970933290279
-1 1:-2.07557265636127 2:-0.84788188537229
-1 1:0.0906850285818882 2:-1.23999094762694
-1 1:1.4699525596538 2:0.113087444935344
-1 1:0.997937162148379 2:-0.430965298996856
-1 1:3.88162626389671 2:-1.35578548179607
-1 1:1.34677472486919 2:-0.502089302461395
-1 1:2.28578579782859 2:-0.697086980262076
-1 1:-0.950003297236184 2:0.977240411828908
-1 1:-1.94323435717107 2:0.0370699827779233
-1 1:0.0485102032298331 2:0.698744797258312
-1 1:1.02022245427878 2:-2.96411488338647
-1 1:-0.331137599168039 2:1.02302789891161
-1 1:-0.855971919593094 2:-0.435015785638887
